
 Z=74  Tungsten (W)                    Atomic Weight (nat)=183.850
 Photo-Atomic Cross Sections           (1 cm2/gm=305.2906 barn/atom)
 NP= 332                               Data from EPDL97

Column definitions:
  EMeV   Incident photon energy (MeV)
  XXXba  Cross Section for process XXX, barn/atom
  XXXcg  Cross Section for process XXX, cm2/gm
  XXX    Tot: Total cross section (Coh+Inc+ppT+PE)
          PE: Photo-electric ionization     (W K-edge= 6.9689E-02 MeV)
         Coh: Coherent  (Rayleigh) scattering
         Inc: Incoherent (Compton) scattering
         ppn: Pair production from nucleus
         ppe: Pair production from electrons
         ppT: Total pair prod (=ppn+ppe)

   EMeV       Totba     PEba      Cohba     Incba     ppnba     ppeba     ppTba       Totcg     PEcg      Cohcg     Inccg     ppncg     ppecg     ppTcg
 2.0000E+02 2.962E+01 4.651E-03 1.747E-05 3.368E-01 2.885E+01 4.241E-01 2.927E+01   9.701E-02 1.524E-05 5.724E-08 1.103E-03 9.450E-02 1.389E-03 9.589E-02
 2.2000E+02 2.989E+01 4.224E-03 1.444E-05 3.103E-01 2.915E+01 4.307E-01 2.958E+01   9.791E-02 1.384E-05 4.730E-08 1.016E-03 9.547E-02 1.411E-03 9.688E-02
 2.4000E+02 3.015E+01 3.869E-03 1.213E-05 2.879E-01 2.942E+01 4.367E-01 2.986E+01   9.875E-02 1.267E-05 3.975E-08 9.431E-04 9.636E-02 1.431E-03 9.779E-02
 2.6000E+02 3.039E+01 3.568E-03 1.034E-05 2.687E-01 2.967E+01 4.424E-01 3.011E+01   9.953E-02 1.169E-05 3.387E-08 8.802E-04 9.719E-02 1.449E-03 9.864E-02
 2.8000E+02 3.061E+01 3.311E-03 8.915E-06 2.520E-01 2.991E+01 4.477E-01 3.036E+01   1.003E-01 1.085E-05 2.920E-08 8.256E-04 9.797E-02 1.466E-03 9.943E-02
 3.0000E+02 3.082E+01 3.088E-03 7.766E-06 2.375E-01 3.013E+01 4.527E-01 3.058E+01   1.010E-01 1.012E-05 2.544E-08 7.778E-04 9.869E-02 1.483E-03 1.002E-01
 3.2000E+02 3.098E+01 2.894E-03 6.826E-06 2.246E-01 3.029E+01 4.565E-01 3.075E+01   1.015E-01 9.479E-06 2.236E-08 7.355E-04 9.923E-02 1.495E-03 1.007E-01
 3.4000E+02 3.113E+01 2.722E-03 6.046E-06 2.130E-01 3.045E+01 4.601E-01 3.091E+01   1.020E-01 8.916E-06 1.981E-08 6.978E-04 9.974E-02 1.507E-03 1.012E-01
 3.6000E+02 3.127E+01 2.570E-03 5.393E-06 2.027E-01 3.060E+01 4.635E-01 3.106E+01   1.024E-01 8.417E-06 1.767E-08 6.640E-04 1.002E-01 1.518E-03 1.017E-01
 3.8000E+02 3.140E+01 2.434E-03 4.840E-06 1.934E-01 3.074E+01 4.667E-01 3.120E+01   1.029E-01 7.972E-06 1.586E-08 6.335E-04 1.007E-01 1.529E-03 1.022E-01
 4.0000E+02 3.153E+01 2.312E-03 4.369E-06 1.850E-01 3.087E+01 4.698E-01 3.134E+01   1.033E-01 7.572E-06 1.431E-08 6.059E-04 1.011E-01 1.539E-03 1.027E-01
 4.2500E+02 3.165E+01 2.175E-03 3.870E-06 1.754E-01 3.100E+01 4.729E-01 3.147E+01   1.037E-01 7.125E-06 1.268E-08 5.746E-04 1.015E-01 1.549E-03 1.031E-01
 4.5000E+02 3.177E+01 2.054E-03 3.452E-06 1.669E-01 3.112E+01 4.759E-01 3.160E+01   1.041E-01 6.727E-06 1.131E-08 5.467E-04 1.019E-01 1.559E-03 1.035E-01
 4.7500E+02 3.188E+01 1.945E-03 3.098E-06 1.592E-01 3.124E+01 4.787E-01 3.172E+01   1.044E-01 6.372E-06 1.015E-08 5.215E-04 1.023E-01 1.568E-03 1.039E-01
 5.0000E+02 3.199E+01 1.848E-03 2.796E-06 1.522E-01 3.135E+01 4.814E-01 3.183E+01   1.048E-01 6.052E-06 9.158E-09 4.986E-04 1.027E-01 1.577E-03 1.043E-01
 5.3333E+02 3.210E+01 1.732E-03 2.457E-06 1.439E-01 3.147E+01 4.844E-01 3.195E+01   1.051E-01 5.672E-06 8.049E-09 4.712E-04 1.031E-01 1.587E-03 1.047E-01
 5.6667E+02 3.221E+01 1.629E-03 2.177E-06 1.364E-01 3.158E+01 4.872E-01 3.207E+01   1.055E-01 5.337E-06 7.130E-09 4.468E-04 1.035E-01 1.596E-03 1.050E-01
 6.0000E+02 3.231E+01 1.539E-03 1.942E-06 1.297E-01 3.169E+01 4.898E-01 3.218E+01   1.058E-01 5.040E-06 6.360E-09 4.250E-04 1.038E-01 1.604E-03 1.054E-01
 6.5000E+02 3.243E+01 1.420E-03 1.654E-06 1.209E-01 3.182E+01 4.930E-01 3.231E+01   1.062E-01 4.651E-06 5.419E-09 3.961E-04 1.042E-01 1.615E-03 1.058E-01
 7.0000E+02 3.255E+01 1.318E-03 1.426E-06 1.133E-01 3.194E+01 4.960E-01 3.243E+01   1.066E-01 4.318E-06 4.672E-09 3.711E-04 1.046E-01 1.625E-03 1.062E-01
 7.5000E+02 3.265E+01 1.230E-03 1.243E-06 1.066E-01 3.205E+01 4.989E-01 3.255E+01   1.070E-01 4.029E-06 4.070E-09 3.492E-04 1.050E-01 1.634E-03 1.066E-01
 8.0000E+02 3.275E+01 1.153E-03 1.092E-06 1.007E-01 3.215E+01 5.015E-01 3.265E+01   1.073E-01 3.776E-06 3.577E-09 3.299E-04 1.053E-01 1.643E-03 1.070E-01
 8.5000E+02 3.283E+01 1.085E-03 9.674E-07 9.547E-02 3.223E+01 5.036E-01 3.273E+01   1.075E-01 3.553E-06 3.169E-09 3.127E-04 1.056E-01 1.650E-03 1.072E-01
 9.0000E+02 3.291E+01 1.024E-03 8.629E-07 9.077E-02 3.231E+01 5.055E-01 3.281E+01   1.078E-01 3.355E-06 2.827E-09 2.973E-04 1.058E-01 1.656E-03 1.075E-01
 1.0000E+03 3.304E+01 9.215E-04 6.990E-07 8.270E-02 3.245E+01 5.092E-01 3.296E+01   1.082E-01 3.019E-06 2.289E-09 2.709E-04 1.063E-01 1.668E-03 1.080E-01
 1.1000E+03 3.314E+01 8.375E-04 5.777E-07 7.599E-02 3.255E+01 5.119E-01 3.306E+01   1.085E-01 2.743E-06 1.892E-09 2.489E-04 1.066E-01 1.677E-03 1.083E-01
 1.2000E+03 3.322E+01 7.675E-04 4.854E-07 7.035E-02 3.264E+01 5.143E-01 3.315E+01   1.088E-01 2.514E-06 1.590E-09 2.304E-04 1.069E-01 1.685E-03 1.086E-01
 1.3000E+03 3.330E+01 7.082E-04 4.136E-07 6.552E-02 3.272E+01 5.165E-01 3.324E+01   1.091E-01 2.320E-06 1.355E-09 2.146E-04 1.072E-01 1.692E-03 1.089E-01
 1.4000E+03 3.338E+01 6.575E-04 3.566E-07 6.134E-02 3.280E+01 5.186E-01 3.332E+01   1.093E-01 2.154E-06 1.168E-09 2.009E-04 1.074E-01 1.699E-03 1.091E-01
 1.5000E+03 3.345E+01 6.136E-04 3.106E-07 5.769E-02 3.287E+01 5.206E-01 3.339E+01   1.096E-01 2.010E-06 1.018E-09 1.890E-04 1.077E-01 1.705E-03 1.094E-01
 1.6000E+03 3.350E+01 5.752E-04 2.730E-07 5.447E-02 3.292E+01 5.221E-01 3.344E+01   1.097E-01 1.884E-06 8.943E-10 1.784E-04 1.078E-01 1.710E-03 1.095E-01
 1.7000E+03 3.355E+01 5.414E-04 2.419E-07 5.160E-02 3.297E+01 5.234E-01 3.349E+01   1.099E-01 1.773E-06 7.922E-10 1.690E-04 1.080E-01 1.714E-03 1.097E-01
 1.8000E+03 3.359E+01 5.113E-04 2.157E-07 4.903E-02 3.302E+01 5.247E-01 3.354E+01   1.100E-01 1.675E-06 7.066E-10 1.606E-04 1.081E-01 1.719E-03 1.099E-01
 1.9000E+03 3.363E+01 4.843E-04 1.936E-07 4.672E-02 3.306E+01 5.259E-01 3.358E+01   1.102E-01 1.587E-06 6.342E-10 1.530E-04 1.083E-01 1.723E-03 1.100E-01
 2.0000E+03 3.367E+01 4.601E-04 1.747E-07 4.463E-02 3.310E+01 5.271E-01 3.363E+01   1.103E-01 1.507E-06 5.724E-10 1.462E-04 1.084E-01 1.727E-03 1.101E-01
 2.2000E+03 3.373E+01 4.183E-04 1.444E-07 4.098E-02 3.316E+01 5.287E-01 3.369E+01   1.105E-01 1.370E-06 4.730E-10 1.342E-04 1.086E-01 1.732E-03 1.104E-01
 2.4000E+03 3.379E+01 3.834E-04 1.213E-07 3.791E-02 3.322E+01 5.302E-01 3.375E+01   1.107E-01 1.256E-06 3.975E-10 1.242E-04 1.088E-01 1.737E-03 1.105E-01
 2.6000E+03 3.384E+01 3.539E-04 1.034E-07 3.528E-02 3.327E+01 5.316E-01 3.380E+01   1.108E-01 1.159E-06 3.387E-10 1.156E-04 1.090E-01 1.741E-03 1.107E-01
 2.8000E+03 3.388E+01 3.286E-04 8.915E-08 3.301E-02 3.332E+01 5.329E-01 3.385E+01   1.110E-01 1.076E-06 2.920E-10 1.081E-04 1.091E-01 1.746E-03 1.109E-01
 3.0000E+03 3.393E+01 3.067E-04 7.766E-08 3.103E-02 3.336E+01 5.341E-01 3.389E+01   1.111E-01 1.005E-06 2.544E-10 1.016E-04 1.093E-01 1.749E-03 1.110E-01
 3.2000E+03 3.395E+01 2.875E-04 6.826E-08 2.928E-02 3.339E+01 5.350E-01 3.392E+01   1.112E-01 9.417E-07 2.236E-10 9.592E-05 1.094E-01 1.753E-03 1.111E-01
 3.4000E+03 3.398E+01 2.706E-04 6.046E-08 2.773E-02 3.342E+01 5.359E-01 3.395E+01   1.113E-01 8.863E-07 1.981E-10 9.082E-05 1.095E-01 1.755E-03 1.112E-01
 3.6000E+03 3.401E+01 2.555E-04 5.393E-08 2.634E-02 3.344E+01 5.368E-01 3.398E+01   1.114E-01 8.370E-07 1.767E-10 8.627E-05 1.095E-01 1.758E-03 1.113E-01
 3.8000E+03 3.403E+01 2.421E-04 4.840E-08 2.509E-02 3.347E+01 5.375E-01 3.400E+01   1.115E-01 7.929E-07 1.586E-10 8.217E-05 1.096E-01 1.761E-03 1.114E-01
 4.0000E+03 3.405E+01 2.300E-04 4.369E-08 2.395E-02 3.349E+01 5.383E-01 3.403E+01   1.115E-01 7.532E-07 1.431E-10 7.846E-05 1.097E-01 1.763E-03 1.115E-01
 4.2500E+03 3.408E+01 2.164E-04 3.870E-08 2.268E-02 3.351E+01 5.390E-01 3.405E+01   1.116E-01 7.089E-07 1.268E-10 7.428E-05 1.098E-01 1.765E-03 1.115E-01
 4.5000E+03 3.410E+01 2.044E-04 3.452E-08 2.154E-02 3.354E+01 5.396E-01 3.408E+01   1.117E-01 6.695E-07 1.131E-10 7.055E-05 1.099E-01 1.768E-03 1.116E-01
 4.7500E+03 3.412E+01 1.936E-04 3.098E-08 2.051E-02 3.356E+01 5.402E-01 3.410E+01   1.118E-01 6.343E-07 1.015E-10 6.719E-05 1.099E-01 1.770E-03 1.117E-01
 5.0000E+03 3.414E+01 1.839E-04 2.796E-08 1.958E-02 3.358E+01 5.408E-01 3.412E+01   1.118E-01 6.025E-07 9.158E-11 6.415E-05 1.100E-01 1.771E-03 1.118E-01
 5.3333E+03 3.416E+01 1.724E-04 2.457E-08 1.847E-02 3.360E+01 5.414E-01 3.414E+01   1.119E-01 5.649E-07 8.049E-11 6.051E-05 1.101E-01 1.774E-03 1.118E-01
 5.6667E+03 3.417E+01 1.623E-04 2.177E-08 1.749E-02 3.361E+01 5.420E-01 3.416E+01   1.119E-01 5.316E-07 7.130E-11 5.728E-05 1.101E-01 1.775E-03 1.119E-01
 6.0000E+03 3.419E+01 1.533E-04 1.942E-08 1.661E-02 3.363E+01 5.426E-01 3.417E+01   1.120E-01 5.021E-07 6.360E-11 5.440E-05 1.102E-01 1.777E-03 1.119E-01
 6.5000E+03 3.421E+01 1.415E-04 1.654E-08 1.545E-02 3.365E+01 5.433E-01 3.420E+01   1.121E-01 4.634E-07 5.419E-11 5.059E-05 1.102E-01 1.780E-03 1.120E-01
 7.0000E+03 3.423E+01 1.314E-04 1.426E-08 1.444E-02 3.367E+01 5.439E-01 3.422E+01   1.121E-01 4.303E-07 4.672E-11 4.731E-05 1.103E-01 1.782E-03 1.121E-01
 7.5000E+03 3.425E+01 1.226E-04 1.243E-08 1.357E-02 3.369E+01 5.445E-01 3.424E+01   1.122E-01 4.016E-07 4.070E-11 4.444E-05 1.104E-01 1.783E-03 1.121E-01
 8.0000E+03 3.427E+01 1.149E-04 1.092E-08 1.280E-02 3.371E+01 5.450E-01 3.426E+01   1.122E-01 3.765E-07 3.577E-11 4.191E-05 1.104E-01 1.785E-03 1.122E-01
 8.5000E+03 3.428E+01 1.082E-04 9.674E-09 1.211E-02 3.372E+01 5.454E-01 3.427E+01   1.123E-01 3.544E-07 3.169E-11 3.966E-05 1.105E-01 1.787E-03 1.123E-01
 9.0000E+03 3.429E+01 1.022E-04 8.629E-09 1.150E-02 3.374E+01 5.458E-01 3.428E+01   1.123E-01 3.347E-07 2.827E-11 3.766E-05 1.105E-01 1.788E-03 1.123E-01
 1.0000E+04 3.432E+01 9.195E-05 6.990E-09 1.045E-02 3.376E+01 5.465E-01 3.431E+01   1.124E-01 3.012E-07 2.289E-11 3.422E-05 1.106E-01 1.790E-03 1.124E-01
 1.1000E+04 3.433E+01 8.359E-05 5.777E-09 9.578E-03 3.378E+01 5.470E-01 3.432E+01   1.125E-01 2.738E-07 1.892E-11 3.137E-05 1.106E-01 1.792E-03 1.124E-01
 1.2000E+04 3.435E+01 7.662E-05 4.854E-09 8.849E-03 3.379E+01 5.474E-01 3.434E+01   1.125E-01 2.510E-07 1.590E-11 2.898E-05 1.107E-01 1.793E-03 1.125E-01
 1.3000E+04 3.436E+01 7.072E-05 4.136E-09 8.226E-03 3.381E+01 5.478E-01 3.435E+01   1.126E-01 2.317E-07 1.355E-11 2.694E-05 1.107E-01 1.794E-03 1.125E-01
 1.4000E+04 3.437E+01 6.567E-05 3.566E-09 7.688E-03 3.382E+01 5.482E-01 3.437E+01   1.126E-01 2.151E-07 1.168E-11 2.518E-05 1.108E-01 1.796E-03 1.126E-01
 1.5000E+04 3.439E+01 6.129E-05 3.106E-09 7.219E-03 3.383E+01 5.485E-01 3.438E+01   1.126E-01 2.008E-07 1.018E-11 2.365E-05 1.108E-01 1.797E-03 1.126E-01
 1.6000E+04 3.439E+01 5.746E-05 2.730E-09 6.806E-03 3.384E+01 5.488E-01 3.439E+01   1.127E-01 1.882E-07 8.943E-12 2.229E-05 1.108E-01 1.798E-03 1.126E-01
 1.7000E+04 3.440E+01 5.408E-05 2.419E-09 6.439E-03 3.385E+01 5.490E-01 3.440E+01   1.127E-01 1.771E-07 7.922E-12 2.109E-05 1.109E-01 1.798E-03 1.127E-01
 1.8000E+04 3.441E+01 5.107E-05 2.157E-09 6.112E-03 3.386E+01 5.493E-01 3.440E+01   1.127E-01 1.673E-07 7.066E-12 2.002E-05 1.109E-01 1.799E-03 1.127E-01
 1.9000E+04 3.442E+01 4.838E-05 1.936E-09 5.817E-03 3.386E+01 5.495E-01 3.441E+01   1.127E-01 1.585E-07 6.342E-12 1.905E-05 1.109E-01 1.800E-03 1.127E-01
 2.0000E+04 3.443E+01 4.596E-05 1.747E-09 5.550E-03 3.387E+01 5.497E-01 3.442E+01   1.128E-01 1.506E-07 5.724E-12 1.818E-05 1.109E-01 1.801E-03 1.127E-01
 2.2000E+04 3.443E+01 4.178E-05 1.444E-09 5.086E-03 3.388E+01 5.500E-01 3.443E+01   1.128E-01 1.369E-07 4.730E-12 1.666E-05 1.110E-01 1.801E-03 1.128E-01
 2.4000E+04 3.444E+01 3.830E-05 1.213E-09 4.697E-03 3.388E+01 5.502E-01 3.443E+01   1.128E-01 1.255E-07 3.975E-12 1.538E-05 1.110E-01 1.802E-03 1.128E-01
 2.6000E+04 3.444E+01 3.535E-05 1.034E-09 4.365E-03 3.389E+01 5.504E-01 3.444E+01   1.128E-01 1.158E-07 3.387E-12 1.430E-05 1.110E-01 1.803E-03 1.128E-01
 2.8000E+04 3.445E+01 3.283E-05 8.915E-10 4.078E-03 3.389E+01 5.506E-01 3.445E+01   1.128E-01 1.075E-07 2.920E-12 1.336E-05 1.110E-01 1.804E-03 1.128E-01
 3.0000E+04 3.445E+01 3.064E-05 7.766E-10 3.828E-03 3.390E+01 5.508E-01 3.445E+01   1.129E-01 1.004E-07 2.544E-12 1.254E-05 1.110E-01 1.804E-03 1.128E-01
 3.2000E+04 3.446E+01 2.872E-05 6.826E-10 3.607E-03 3.390E+01 5.510E-01 3.446E+01   1.129E-01 9.408E-08 2.236E-12 1.182E-05 1.111E-01 1.805E-03 1.129E-01
 3.4000E+04 3.446E+01 2.703E-05 6.046E-10 3.412E-03 3.391E+01 5.511E-01 3.446E+01   1.129E-01 8.854E-08 1.981E-12 1.118E-05 1.111E-01 1.805E-03 1.129E-01
 3.6000E+04 3.447E+01 2.553E-05 5.393E-10 3.237E-03 3.391E+01 5.512E-01 3.446E+01   1.129E-01 8.362E-08 1.767E-12 1.060E-05 1.111E-01 1.806E-03 1.129E-01
 3.8000E+04 3.447E+01 2.418E-05 4.840E-10 3.081E-03 3.392E+01 5.514E-01 3.447E+01   1.129E-01 7.922E-08 1.586E-12 1.009E-05 1.111E-01 1.806E-03 1.129E-01
 4.0000E+04 3.447E+01 2.298E-05 4.368E-10 2.939E-03 3.392E+01 5.515E-01 3.447E+01   1.129E-01 7.526E-08 1.431E-12 9.626E-06 1.111E-01 1.806E-03 1.129E-01
 4.2500E+04 3.448E+01 2.162E-05 3.870E-10 2.779E-03 3.393E+01 5.516E-01 3.448E+01   1.129E-01 7.083E-08 1.268E-12 9.103E-06 1.111E-01 1.807E-03 1.129E-01
 4.5000E+04 3.448E+01 2.042E-05 3.452E-10 2.637E-03 3.393E+01 5.518E-01 3.448E+01   1.130E-01 6.689E-08 1.131E-12 8.637E-06 1.111E-01 1.807E-03 1.129E-01
 4.7500E+04 3.449E+01 1.935E-05 3.098E-10 2.509E-03 3.394E+01 5.519E-01 3.449E+01   1.130E-01 6.337E-08 1.015E-12 8.217E-06 1.112E-01 1.808E-03 1.130E-01
 5.0000E+04 3.449E+01 1.838E-05 2.796E-10 2.393E-03 3.394E+01 5.520E-01 3.449E+01   1.130E-01 6.020E-08 9.158E-13 7.838E-06 1.112E-01 1.808E-03 1.130E-01
 5.3333E+04 3.449E+01 1.723E-05 2.457E-10 2.255E-03 3.394E+01 5.521E-01 3.449E+01   1.130E-01 5.644E-08 8.049E-13 7.385E-06 1.112E-01 1.808E-03 1.130E-01
 5.6667E+04 3.449E+01 1.622E-05 2.177E-10 2.132E-03 3.394E+01 5.521E-01 3.449E+01   1.130E-01 5.312E-08 7.130E-13 6.984E-06 1.112E-01 1.809E-03 1.130E-01
 6.0000E+04 3.449E+01 1.531E-05 1.942E-10 2.023E-03 3.394E+01 5.522E-01 3.449E+01   1.130E-01 5.016E-08 6.360E-13 6.625E-06 1.112E-01 1.809E-03 1.130E-01
 6.5000E+04 3.450E+01 1.414E-05 1.654E-10 1.879E-03 3.395E+01 5.523E-01 3.450E+01   1.130E-01 4.630E-08 5.419E-13 6.154E-06 1.112E-01 1.809E-03 1.130E-01
 7.0000E+04 3.450E+01 1.313E-05 1.426E-10 1.754E-03 3.395E+01 5.524E-01 3.450E+01   1.130E-01 4.300E-08 4.672E-13 5.747E-06 1.112E-01 1.809E-03 1.130E-01
 7.5000E+04 3.451E+01 1.225E-05 1.243E-10 1.646E-03 3.396E+01 5.524E-01 3.451E+01   1.130E-01 4.013E-08 4.070E-13 5.392E-06 1.112E-01 1.810E-03 1.130E-01
 8.0000E+04 3.451E+01 1.148E-05 1.092E-10 1.551E-03 3.396E+01 5.525E-01 3.451E+01   1.131E-01 3.762E-08 3.577E-13 5.080E-06 1.112E-01 1.810E-03 1.130E-01
 8.5000E+04 3.451E+01 1.081E-05 9.674E-11 1.466E-03 3.396E+01 5.526E-01 3.451E+01   1.131E-01 3.541E-08 3.169E-13 4.803E-06 1.112E-01 1.810E-03 1.130E-01
 9.0000E+04 3.451E+01 1.021E-05 8.629E-11 1.391E-03 3.396E+01 5.527E-01 3.451E+01   1.131E-01 3.344E-08 2.827E-13 4.556E-06 1.112E-01 1.810E-03 1.130E-01
 1.0000E+05 3.451E+01 9.187E-06 6.990E-11 1.262E-03 3.396E+01 5.528E-01 3.451E+01   1.131E-01 3.009E-08 2.289E-13 4.133E-06 1.112E-01 1.811E-03 1.130E-01
